SBY 23:36:06 [fir_miter_bmc] Removing directory '/home/praneeth/track_c/case2_fir/fir_miter_bmc'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/miter_gold.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/miter_gold.v'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/miter_gate.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/miter_gate.v'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/fir_miter.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/fir_miter.v'.
SBY 23:36:06 [fir_miter_bmc] engine_0: smtbmc yices
SBY 23:36:06 [fir_miter_prove] Removing directory '/home/praneeth/track_c/case2_fir/fir_miter_prove'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/miter_gold.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/miter_gold.v'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/miter_gate.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/miter_gate.v'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/fir_miter.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/fir_miter.v'.
SBY 23:36:06 [fir_miter_prove] engine_0: smtbmc yices
SBY 23:36:06 [fir_miter_bmc] base: starting process "cd fir_miter_bmc/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 23:36:06 [fir_miter_prove] base: starting process "cd fir_miter_prove/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 23:36:06 [fir_miter_bmc] base: Warning: Replacing memory \c with list of registers. See miter_gate.v:19
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 22..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 21..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:00  Trying induction in step 20..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 19..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 18..
SBY 23:36:07 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 17..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 16..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 15..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 14..
SBY 23:36:08 [fir_miter_prove] engine_0.basecase: ##   0:00:01  Checking assumptions in step 9..
SBY 23:36:08 [fir_miter_prove] engine_0.basecase: ##   0:00:01  Checking assertions in step 9..
SBY 23:36:08 [fir_miter_bmc] engine_0: ##   0:00:01  Checking assumptions in step 9..
SBY 23:36:08 [fir_miter_bmc] engine_0: ##   0:00:01  Checking assertions in step 9..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 13..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 12..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:01  Trying induction in step 11..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:02  Trying induction in step 10..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:02  Trying induction in step 9..
SBY 23:36:08 [fir_miter_prove] engine_0.induction: ##   0:00:02  Trying induction in step 8..
SBY 23:36:09 [fir_miter_prove] engine_0.induction: ##   0:00:02  Trying induction in step 7..
SBY 23:36:09 [fir_miter_prove] engine_0.induction: ##   0:00:02  Trying induction in step 6..
SBY 23:36:09 [fir_miter_prove] engine_0.induction: ##   0:00:02  Trying induction in step 5..
SBY 23:36:09 [fir_miter_prove] engine_0.induction: ##   0:00:02  Trying induction in step 4..
SBY 23:36:09 [fir_miter_prove] engine_0.induction: ##   0:00:03  Trying induction in step 3..
SBY 23:36:09 [fir_miter_prove] engine_0.basecase: ##   0:00:03  Checking assumptions in step 10..
SBY 23:36:09 [fir_miter_prove] engine_0.basecase: ##   0:00:03  Checking assertions in step 10..
SBY 23:36:09 [fir_miter_bmc] engine_0: ##   0:00:03  Checking assumptions in step 10..
SBY 23:36:09 [fir_miter_bmc] engine_0: ##   0:00:03  Checking assertions in step 10..
SBY 23:36:09 [fir_miter_prove] engine_0.induction: ##   0:00:03  Trying induction in step 2..
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Trying induction in step 1..
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Trying induction in step 0..
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Temporal induction failed!
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Assert failed in fir_miter: fir_miter.v:25.24-25.53 (_witness_.check_assert_fir_miter_v_25_11)
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Writing trace to VCD file: engine_0/trace_induct.vcd
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Writing trace to Verilog testbench: engine_0/trace_induct_tb.v
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Writing trace to constraints file: engine_0/trace_induct.smtc
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Writing trace to Yosys witness file: engine_0/trace_induct.yw
SBY 23:36:10 [fir_miter_prove] engine_0.induction: ##   0:00:03  Status: failed
SBY 23:36:10 [fir_miter_prove] engine_0.induction: finished (returncode=1)
SBY 23:36:10 [fir_miter_prove] engine_0.induction: Status returned by engine for induction: FAIL
SBY 23:36:11 [fir_miter_bmc] engine_0: ##   0:00:04  Checking assumptions in step 11..
SBY 23:36:11 [fir_miter_prove] engine_0.basecase: ##   0:00:04  Checking assumptions in step 11..
SBY 23:36:11 [fir_miter_bmc] engine_0: ##   0:00:04  Checking assertions in step 11..
SBY 23:36:11 [fir_miter_prove] engine_0.basecase: ##   0:00:04  Checking assertions in step 11..
SBY 23:36:12 [fir_miter_bmc] engine_0: ##   0:00:05  Checking assumptions in step 12..
SBY 23:36:12 [fir_miter_bmc] engine_0: ##   0:00:05  Checking assertions in step 12..
SBY 23:36:12 [fir_miter_prove] engine_0.basecase: ##   0:00:05  Checking assumptions in step 12..
SBY 23:36:12 [fir_miter_prove] engine_0.basecase: ##   0:00:05  Checking assertions in step 12..
SBY 23:36:13 [fir_miter_bmc] engine_0: ##   0:00:06  Checking assumptions in step 13..
SBY 23:36:13 [fir_miter_bmc] engine_0: ##   0:00:06  Checking assertions in step 13..
SBY 23:36:13 [fir_miter_prove] engine_0.basecase: ##   0:00:06  Checking assumptions in step 13..
SBY 23:36:13 [fir_miter_prove] engine_0.basecase: ##   0:00:06  Checking assertions in step 13..
SBY 23:36:14 [fir_miter_bmc] engine_0: ##   0:00:08  Checking assumptions in step 14..
SBY 23:36:14 [fir_miter_bmc] engine_0: ##   0:00:08  Checking assertions in step 14..
SBY 23:36:14 [fir_miter_prove] engine_0.basecase: ##   0:00:08  Checking assumptions in step 14..
SBY 23:36:14 [fir_miter_prove] engine_0.basecase: ##   0:00:08  Checking assertions in step 14..
SBY 23:36:16 [fir_miter_bmc] engine_0: ##   0:00:09  Checking assumptions in step 15..
SBY 23:36:16 [fir_miter_bmc] engine_0: ##   0:00:09  Checking assertions in step 15..
SBY 23:36:16 [fir_miter_prove] engine_0.basecase: ##   0:00:09  Checking assumptions in step 15..
SBY 23:36:16 [fir_miter_prove] engine_0.basecase: ##   0:00:09  Checking assertions in step 15..
SBY 23:36:17 [fir_miter_bmc] engine_0: ##   0:00:10  Checking assumptions in step 16..
SBY 23:36:17 [fir_miter_bmc] engine_0: ##   0:00:10  Checking assertions in step 16..
SBY 23:36:17 [fir_miter_prove] engine_0.basecase: ##   0:00:10  Checking assumptions in step 16..
SBY 23:36:17 [fir_miter_prove] engine_0.basecase: ##   0:00:10  Checking assertions in step 16..
SBY 23:36:18 [fir_miter_bmc] engine_0: ##   0:00:12  Checking assumptions in step 17..
SBY 23:36:18 [fir_miter_bmc] engine_0: ##   0:00:12  Checking assertions in step 17..
SBY 23:36:18 [fir_miter_prove] engine_0.basecase: ##   0:00:12  Checking assumptions in step 17..
SBY 23:36:18 [fir_miter_prove] engine_0.basecase: ##   0:00:12  Checking assertions in step 17..
SBY 23:36:19 [fir_miter_bmc] engine_0: ##   0:00:13  Checking assumptions in step 18..
SBY 23:36:19 [fir_miter_bmc] engine_0: ##   0:00:13  Checking assertions in step 18..
SBY 23:36:19 [fir_miter_prove] engine_0.basecase: ##   0:00:13  Checking assumptions in step 18..
SBY 23:36:20 [fir_miter_prove] engine_0.basecase: ##   0:00:13  Checking assertions in step 18..
SBY 23:36:21 [fir_miter_bmc] engine_0: ##   0:00:14  Checking assumptions in step 19..
SBY 23:36:21 [fir_miter_bmc] engine_0: ##   0:00:14  Checking assertions in step 19..
SBY 23:36:21 [fir_miter_prove] engine_0.basecase: ##   0:00:14  Checking assumptions in step 19..
SBY 23:36:21 [fir_miter_prove] engine_0.basecase: ##   0:00:14  Checking assertions in step 19..
SBY 23:36:22 [fir_miter_bmc] engine_0: ##   0:00:15  Checking assumptions in step 20..
SBY 23:36:22 [fir_miter_bmc] engine_0: ##   0:00:15  Checking assertions in step 20..
SBY 23:36:22 [fir_miter_prove] engine_0.basecase: ##   0:00:15  Checking assumptions in step 20..
SBY 23:36:22 [fir_miter_prove] engine_0.basecase: ##   0:00:15  Checking assertions in step 20..
SBY 23:36:23 [fir_miter_bmc] engine_0: ##   0:00:17  Checking assumptions in step 21..
SBY 23:36:23 [fir_miter_prove] engine_0.basecase: ##   0:00:17  Checking assumptions in step 21..
SBY 23:36:23 [fir_miter_bmc] engine_0: ##   0:00:17  Checking assertions in step 21..
SBY 23:36:23 [fir_miter_prove] engine_0.basecase: ##   0:00:17  Checking assertions in step 21..
